review,category,Strength,Weakness,text_string_lem,is_equal,W_scores,W_compound,W_comp_score,W_neg,W_neu,W_pos,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation,TopKeyword,Neutral,Negative,Positive
"


 [Jul 19, 2010]




				Charles Desmarais

				Triathlete




OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






2008 Trek Madone 5.2: Purchased at Providence Cycles in E. Providence RI, Been Rideing the bike now for two years. E Providence Cycles customer service is outstanding; Great people. The bike frame paint is poor looking Spider Web markings. Unbelievably light and responsive for climbing and scarily fast on the descents - A real rocket. Components? In the shop again 5th time for broken rear spoke on the outer side. Just took it back for the Trek Rep to look at, Hopfuly E Prov Cycle will replace and stand behine the product and replace the rear wheele Sloppy free wheel has locked the chain and thrown it off back and.





",Madone_5_2,,nan,nan,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],1.0,0.0,0.0
"


 [Jul 17, 2010]




				Paul Andresen

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Very quick accel, great hill climber, begs to go faster in the flats and slight climbs, stiff, stable, comffy, begs to be ridden longer and faster than anything ive ever ridden, looks awesome, great value. It likes the big ring.


Weakness:
take your time with the seat.. had to run it slightly lower and farther forward for correct knee position than my normal set-up, then the seat wasnt soo bad..the tires suck..and too ugly for the bike. 105 cassette? too early to complain about shifting.. cable stretch?


2010 5.2. Just spent the last 5 years riding/racing a Caad 5. I have to say this 5.2 put a very large smile on my face :) thanks Trek!


Similar Products Used:
2100, caad5,



",Madone_5_2,very quick accel  great hill climber  begs to go faster in the flats and slight climbs  stiff  stable  comffy  begs to be ridden longer and faster than anything ive ever ridden  looks awesome  great value  it likes the big ring ,take your time with the seat   had to run it slightly lower and farther forward for correct knee position than my normal set up  then the seat wasnt soo bad  the tires suck  and too ugly for the bike      cassette  too early to complain about shifting   cable stretch           just spent the last   years riding racing a caad    i have to say this     put a very large smile on my face    thanks trek similar products used       caad  ,take time seat run slightly lower farther forward correct knee position normal set seat wasnt soo bad tires suck ugly bike cassette early complain shifting cable stretch spent last years riding racing caad say put large smile face thanks trek similar products used caad,True,"{'neg': 0.19, 'neu': 0.662, 'pos': 0.148, 'compound': -0.3307}",-0.3307,neg,0.19,0.662,0.148,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,"['seat', 'caad', 'time', 'run', 'slightly', 'lower', 'farther', 'forward', 'correct', 'knee']",0.662,0.19,0.148
"


 [May 31, 2010]




				jay

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
SRAM Force Groupo is quick and awesome. Handling is instant.Carbon is worth the hipe.Great to buy last years model. Waiting (2 years) is my advise for any great deal.


Weakness:
The Bontrager saddle felt like an up-side-down bar stool. The Bontrager breaks feel a little light.


I recently pick up a 2009 Trak Madone 5.2 Pro. Awesome.i upgraded from a Kona Zing with 105 Shimano and a carbon fork. My Madone has a SRAM Force groupo. i loved my old bike, but the difference between a $1400 bike and a $4000 ($3000 cause of 2009 model) bike is crazy. At first i found the Trek a stiff twitchy ride that only took 2 outings to get used to. The SRAM Force compared to the 105 is like Napoleon Dynamite vs Rocky. Crisp shifting! Long road rides are comfy except for the saddle which I switched out for my old Selle seat. I can't say enough about this ride.


Similar Products Used:
Kona ZingSpecialized Allez



",Madone_5_2,sram force groupo is quick and awesome  handling is instant carbon is worth the hipe great to buy last years model  waiting    years  is my advise for any great deal ,the bontrager saddle felt like an up side down bar stool  the bontrager breaks feel a little light i recently pick up a      trak madone     pro  awesome i upgraded from a kona zing with     shimano and a carbon fork  my madone has a sram force groupo  i loved my old bike  but the difference between a       bike and a              cause of      model  bike is crazy  at first i found the trek a stiff twitchy ride that only took   outings to get used to  the sram force compared to the     is like napoleon dynamite vs rocky  crisp shifting  long road rides are comfy except for the saddle which i switched out for my old selle seat  i can t say enough about this ride similar products used kona zingspecialized allez,bontrager saddle felt like side bar stool bontrager breaks feel little light recently pick trak madone pro awesome upgraded kona zing shimano carbon fork madone sram force groupo loved old bike difference bike cause model bike crazy first found trek stiff twitchy ride took outings get used sram force compared like napoleon dynamite rocky crisp shifting long road rides comfy except saddle switched old selle seat say enough ride similar products used kona zingspecialized allez,True,"{'neg': 0.028, 'neu': 0.801, 'pos': 0.171, 'compound': 0.9062}",0.9062,pos,0.028,0.801,0.171,0.15789473684210525,0.15789473684210525,0.0,0.10526315789473684,0.0,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,"['sram', 'force', 'bike', 'bontrager', 'saddle', 'madone', 'kona', 'allez', 'ride', 'felt']",0.801,0.028,0.171
"


 [Mar 25, 2010]




				stevo123

				Road Racer



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Light, fast, great climber. Great deal on the 2009 bike


Weakness:
Wheelset durability?


2009 Madone 5.2, Sweet ride, switched from my Cannondale Alum CAAD 5, after all the carbon hype I think I was expecting a ride like my Anthem 0 full suspension MTB. I did notice a difference with the carbon frame, stiff and responsive. It does seem to ride smooth. Climbs like a scalded cat. I hardly ever stand when climbing with this bike. Now I did have a standard crank on my old bike and I am now running the compact setup with the Madone. My only concern with this rig is the wheelset. I have herd terrible things about the RaceLite wheelsets. From what I understand problems were with the pre 2008 stuff. I have used my Mavic Kyserium Equipes for years with no need to true. The Trek guy assured me these wheels are good, stay tuned. The Ultegra stuff shifts when I push and slows me down when I pull. Seems no better than my reliable 105 but looks nice in grey.





",Madone_5_2,light  fast  great climber  great deal on the      bike,wheelset durability      madone      sweet ride  switched from my cannondale alum caad    after all the carbon hype i think i was expecting a ride like my anthem   full suspension mtb  i did notice a difference with the carbon frame  stiff and responsive  it does seem to ride smooth  climbs like a scalded cat  i hardly ever stand when climbing with this bike  now i did have a standard crank on my old bike and i am now running the compact setup with the madone  my only concern with this rig is the wheelset  i have herd terrible things about the racelite wheelsets  from what i understand problems were with the pre      stuff  i have used my mavic kyserium equipes for years with no need to true  the trek guy assured me these wheels are good  stay tuned  the ultegra stuff shifts when i push and slows me down when i pull  seems no better than my reliable     but looks nice in grey ,wheelset durability madone sweet ride switched cannondale alum caad carbon hype think expecting ride like anthem full suspension mtb notice difference carbon frame stiff responsive seem ride smooth climbs like scalded cat hardly ever stand climbing bike standard crank old bike running compact setup madone concern rig wheelset herd terrible things racelite wheelsets understand problems pre stuff used mavic kyserium equipes years need true trek guy assured wheels good stay tuned ultegra stuff shifts push slows pull seems better reliable looks nice grey,True,"{'neg': 0.071, 'neu': 0.68, 'pos': 0.249, 'compound': 0.946}",0.946,pos,0.071,0.68,0.249,0.05405405405405406,0.02702702702702703,0.0,0.21621621621621623,0.05405405405405406,0.24324324324324326,0.13513513513513514,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.13513513513513514,"['ride', 'madone', 'carbon', 'bike', 'stuff', 'grey', 'wheelset', 'durability', 'sweet', 'switched']",0.68,0.071,0.249
"


 [Feb 10, 2010]




				Anonymous

				Recreational Rider



OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
3


★★★★★
★★★★★






I actually purchased my bike in Nay of 2009. I loved the bike but I have had the frame replaced twice because there has been a crack in the Chain Stay. The first time it was underneath on the right side. it was a retangular shape. I had trouble getting them to replace the bike but they did finally. Shortly after getting the new frame, it develped another crack in the chain stay this time it was a vertical crack in the middle of the chain stay. The factory claimed that it was an impact fracture but there was never anything that touched that bike much less hit it hard enough to break it. They weren't going to replace it this time until I threatened to send out a blog with pictures. The owner of the store called me back and told me that the outside sales rep decided he would replace it out of the goodness of his heart but that if it happened again he would not replace it. So my question is; is any one else had a problem with the Madone 5.2. I loved the bike but I can't afford to take a chance on this bike if it breaks again I'll be out of riding. I love the bike it has been great except for the cracks. I can't rate it any higher than a 3 because of that. Really If they aren't going to back up the product I should rate it a 1.





",Madone_5_2,,nan,nan,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],1.0,0.0,0.0
"


 [Nov 25, 2009]




				pndxtr1

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Stiff, awesome acceleration, great climber! It's obvious why Contador rides this one.


Weakness:
1. VERY stiff ride, almost like my aluminum. Although the Carbon is supposed to provide a little more supple ride, the bladed spoke with lacing on the Bontrager wheels is likely the reason for the excessive stiffness. The weakness is, however, overshadowed by the excessively CRISP handling and overall performance. 2. Also, the Dura-Ace 7800 10-speed triple is finicky. If your not an experienced shifter, you'll be frustrated. 3. The new seat ""mast"" is a pain to use if you remove your seat to get the bike in the car often.


2009 5.2 Madone, Dura-Ace 7800 Triple.Stiff, awesome acceleration, great climber!


Similar Products Used:
2000 Trek 5200 OCLV, 1992 Trek 1420.



",Madone_5_2,stiff  awesome acceleration  great climber  it s obvious why contador rides this one ,   very stiff ride  almost like my aluminum  although the carbon is supposed to provide a little more supple ride  the bladed spoke with lacing on the bontrager wheels is likely the reason for the excessive stiffness  the weakness is  however  overshadowed by the excessively crisp handling and overall performance     also  the dura ace         speed triple is finicky  if your not an experienced shifter  you ll be frustrated     the new seat  mast  is a pain to use if you remove your seat to get the bike in the car often          madone  dura ace      triple stiff  awesome acceleration  great climber similar products used      trek      oclv       trek      ,stiff ride almost like aluminum although carbon supposed provide little supple ride bladed spoke lacing bontrager wheels likely reason excessive stiffness weakness however overshadowed excessively crisp handling overall performance also dura ace speed triple finicky experienced shifter frustrated new seat mast pain use remove seat get bike car often madone dura ace triple stiff awesome acceleration great climber similar products used trek oclv trek,True,"{'neg': 0.122, 'neu': 0.744, 'pos': 0.134, 'compound': 0.228}",0.228,pos,0.122,0.744,0.134,0.08695652173913043,0.08695652173913043,0.0,0.13043478260869565,0.0,0.21739130434782608,0.391304347826087,0.08695652173913043,0.0,0.0,,"['dura', 'ace', 'stiff', 'ride', 'triple', 'seat', 'trek', 'aluminum', 'carbon', 'supposed']",0.744,0.122,0.134
"


 [Nov 21, 2009]




				Anonymous

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Climbing, cornering, long rides, short rides, sprints, it does it all, looks great too!


Weakness:
1  1)I'm not sure I'm sold on the Ultgra drivetrain. No major complaints but not a real noticable difference to the 105 components either. 2)The rear derailer cable routes through the frame behind the bottom bracket and it collects every bit of road grime, sports drink etc and can bind up the shifting. I'm not the worlds best when it comes to keeping my bike clean but this guide requires continuous cleaning. 3) The paint on the bottom of the down tube chips readily. Minor stuff really.


I've been riding my 2009 5.2 Pro since March, about 8 months. My previous ride was a 2007 Trek 1500 triple. The 5.2 is an amazing ride. Very comfortable, very fast, but I love how I climb on it. I went with a 53/39 up front and an 11/25 cassette and really thought I'd have to work on my climbing but the bike motors up hills like a dream, sitting or standing. I'm actually climbing in higher gears than before. I know the motor makes the difference but this bike feels like part of my body. I'm also going into corners lower and faster than ever before. It is sure footed and responsive. I upgraded to the raceXlite wheels with white spokes. They're true and smooth and look great too.





",Madone_5_2,climbing  cornering  long rides  short rides  sprints  it does it all  looks great too ,     i m not sure i m sold on the ultgra drivetrain  no major complaints but not a real noticable difference to the     components either    the rear derailer cable routes through the frame behind the bottom bracket and it collects every bit of road grime  sports drink etc and can bind up the shifting  i m not the worlds best when it comes to keeping my bike clean but this guide requires continuous cleaning     the paint on the bottom of the down tube chips readily  minor stuff really i ve been riding my          pro since march  about   months  my previous ride was a      trek      triple  the     is an amazing ride  very comfortable  very fast  but i love how i climb on it  i went with a       up front and an       cassette and really thought i d have to work on my climbing but the bike motors up hills like a dream  sitting or standing  i m actually climbing in higher gears than before  i know the motor makes the difference but this bike feels like part of my body  i m also going into corners lower and faster than ever before  it is sure footed and responsive  i upgraded to the racexlite wheels with white spokes  they re true and smooth and look great too ,sure sold ultgra drivetrain major complaints real noticable difference components either rear derailer cable routes frame behind bottom bracket collects every bit road grime sports drink etc bind shifting worlds best comes keeping bike clean guide requires continuous cleaning paint bottom tube chips readily minor stuff really riding pro since march months previous ride trek triple amazing ride comfortable fast love climb went front cassette really thought work climbing bike motors hills like dream sitting standing actually climbing higher gears know motor makes difference bike feels like part body also going corners lower faster ever sure footed responsive upgraded racexlite wheels white spokes true smooth look great,True,"{'neg': 0.054, 'neu': 0.661, 'pos': 0.285, 'compound': 0.9846}",0.9846,pos,0.054,0.661,0.285,0.0,0.0,0.0,0.17142857142857143,0.02857142857142857,0.34285714285714286,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.11428571428571428,0.08571428571428572,"['bike', 'difference', 'bottom', 'ride', 'climbing', 'great', 'sold', 'ultgra', 'drivetrain', 'major']",0.661,0.054,0.285
"


 [Jul 20, 2009]




				George

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Climbs great!Nice looking.


Weakness:
Ultegra SL is OK but...Seat is a bit hard, even after several hundred miles. I't fitted right according to Bontrager.


2009 5.2 with Ultegra SL. Speaking o fhte Ultegra SL I'm not real impressed. The Ultegra/105 set up on my Trel 2100 was quiter (but not smother). Maybe I just need to play with it some more. Other than that I must say this thing clims much better compared to anything else I've ridden. AWESOME!


Similar Products Used:
2007 Trek 2100, 2005 Scwinn Peleton



",Madone_5_2,climbs great nice looking ,ultegra sl is ok but   seat is a bit hard  even after several hundred miles  i t fitted right according to bontrager          with ultegra sl  speaking o fhte ultegra sl i m not real impressed  the ultegra     set up on my trel      was quiter  but not smother   maybe i just need to play with it some more  other than that i must say this thing clims much better compared to anything else i ve ridden  awesome similar products used      trek            scwinn peleton,ultegra seat bit hard even several hundred miles fitted right according bontrager ultegra speaking fhte ultegra real impressed ultegra set trel quiter smother maybe need play must say thing clims much better compared anything else ridden awesome similar products used trek scwinn peleton,True,"{'neg': 0.078, 'neu': 0.689, 'pos': 0.233, 'compound': 0.8519}",0.8519,pos,0.078,0.689,0.233,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,,"['ultegra', 'peleton', 'seat', 'bit', 'hard', 'hundred', 'miles', 'fitted', 'bontrager', 'speaking']",0.689,0.078,0.233
"


 [Jun 15, 2009]




				Anonymous

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Weight, frame geometry, solid built, beautiful paint job (Discovery colors). Attracts lots of looks and comments.


Weakness:
The stock groupset Shimano Ultegra STI with rear DuraAce derrillieur works fine but has required a lot of tuning. The mechanics tell me it is my riding. Had to raplace the chain at 2000 miles. This third tune up by City Bikes mechanics -- they are the best -- finally did it, I hope.


Fourth road bike in two years. This one finally did it. I'm and older guy who has found cycling an addiction. Has changed my life. The SL 5.2 does it all well. It is light, tight and a great climber. It gave me the ability to climb the Rickenbacker causeway bridge without huffng and puffing. I must say that I test rode a Giant a couple of weeks ago with a SRAM set and it was smoother, faster and the gears were slicker and seamless. So, I love my Madone, but I've already cheated on her once!


Similar Products Used:
Fuji, Trek 1500, Trek Madone 5.0.



",Madone_5_2,weight  frame geometry  solid built  beautiful paint job  discovery colors   attracts lots of looks and comments ,the stock groupset shimano ultegra sti with rear duraace derrillieur works fine but has required a lot of tuning  the mechanics tell me it is my riding  had to raplace the chain at      miles  this third tune up by city bikes mechanics    they are the best    finally did it  i hope fourth road bike in two years  this one finally did it  i m and older guy who has found cycling an addiction  has changed my life  the sl     does it all well  it is light  tight and a great climber  it gave me the ability to climb the rickenbacker causeway bridge without huffng and puffing  i must say that i test rode a giant a couple of weeks ago with a sram set and it was smoother  faster and the gears were slicker and seamless  so  i love my madone  but i ve already cheated on her once similar products used fuji  trek       trek madone     ,stock groupset shimano ultegra sti rear duraace derrillieur works fine required lot tuning mechanics tell riding raplace chain miles third tune city bikes mechanics best finally hope fourth road bike two years one finally older guy found cycling addiction changed life well light tight great climber gave ability climb rickenbacker causeway bridge without huffng puffing must say test rode giant couple weeks ago sram set smoother faster gears slicker seamless love madone already cheated similar products used fuji trek trek madone,True,"{'neg': 0.034, 'neu': 0.732, 'pos': 0.234, 'compound': 0.9565}",0.9565,pos,0.034,0.732,0.234,0.037037037037037035,0.0,0.0,0.14814814814814814,0.1111111111111111,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.1111111111111111,"['stock', 'mechanics', 'finally', 'madone', 'trek', 'groupset', 'shimano', 'ultegra', 'sti', 'rear']",0.732,0.034,0.234
"


 [May 22, 2009]




				mythbuster

				Commuter



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
fun to ride


Weakness:
Atracts attention.Dura Ace whould be nice.


Everyday I ride this bike 20 miles to work and back and felt it was time for a review.  After road riding in the 70s and 80s (google Mondia bikes) and then switching to mountain bikes in the 90s (barracuda crmly), I started commuting again three years ago. With my advanced age I needed all the techno help I could get short of burning fossil fuels. So we decided on an all carbon bike for the light weight and cushy ride. More than once I looked down after riding over a bump to see if I have enough air in the tires, when in fact, it is just a smooth riding bike. Yet fast. And fun. And I get a lot of ""How much was that bike?"" When that happens I just show three fingers.  But true to my former mountain bike form I ride off curbs, cut through grass, and jump ocassional speed bumps. The wheels are holding up with all the abuse but the original rear tire got seashelled. Every now and then when there is a wind storm, sand blows up on the bike path which I think is great fun. Especially if there is a sign that says ""bike path closed."" You have to blast through the drifts and if the sand is not too deep you can make it. One would guess that 4"" to 5"" is the maximum sand depth over concrete for riding a road bike.  So with all that abuse it would not be too surprising to know that after a while some sort of horrible groaning was comming out of the drive train. Moreover the bike was really dirty with grime and sand and whatever. I was too embarassed to bring it to the local shop in such a state, and when my wife complained about the car being dirty I said ""if anything is getting a washing its the bike!"" After the bike bath, the weird sounds went away, and the bike shop gurus said that it was the rollers that can make the sounds. Well maybe if I had known that I would have just shot them them with some WD40. But it was good to wash all that excess sand away, and I swear its even faster when clean and shiny. Anyway its a great bike.





",Madone_5_2,fun to ride,atracts attention dura ace whould be nice everyday i ride this bike    miles to work and back and felt it was time for a review   after road riding in the   s and   s  google mondia bikes  and then switching to mountain bikes in the   s  barracuda crmly   i started commuting again three years ago  with my advanced age i needed all the techno help i could get short of burning fossil fuels  so we decided on an all carbon bike for the light weight and cushy ride  more than once i looked down after riding over a bump to see if i have enough air in the tires  when in fact  it is just a smooth riding bike  yet fast  and fun  and i get a lot of  how much was that bike   when that happens i just show three fingers   but true to my former mountain bike form i ride off curbs  cut through grass  and jump ocassional speed bumps  the wheels are holding up with all the abuse but the original rear tire got seashelled  every now and then when there is a wind storm  sand blows up on the bike path which i think is great fun  especially if there is a sign that says  bike path closed   you have to blast through the drifts and if the sand is not too deep you can make it  one would guess that    to    is the maximum sand depth over concrete for riding a road bike   so with all that abuse it would not be too surprising to know that after a while some sort of horrible groaning was comming out of the drive train  moreover the bike was really dirty with grime and sand and whatever  i was too embarassed to bring it to the local shop in such a state  and when my wife complained about the car being dirty i said  if anything is getting a washing its the bike   after the bike bath  the weird sounds went away  and the bike shop gurus said that it was the rollers that can make the sounds  well maybe if i had known that i would have just shot them them with some wd    but it was good to wash all that excess sand away  and i swear its even faster when clean and shiny  anyway its a great bike ,atracts attention dura ace whould nice everyday ride bike miles work back felt time review road riding google mondia bikes switching mountain bikes barracuda crmly started commuting three years ago advanced age needed techno help could get short burning fossil fuels decided carbon bike light weight cushy ride looked riding bump see enough air tires fact smooth riding bike yet fast fun get lot much bike happens show three fingers true former mountain bike form ride curbs cut grass jump ocassional speed bumps wheels holding abuse original rear tire got seashelled every wind storm sand blows bike path think great fun especially sign says bike path closed blast drifts sand deep make one would guess maximum sand depth concrete riding road bike abuse would surprising know sort horrible groaning comming drive train moreover bike really dirty grime sand whatever embarassed bring local shop state wife complained car dirty said anything getting washing bike bike bath weird sounds went away bike shop gurus said rollers make sounds well maybe known would shot good wash excess sand away swear even faster clean shiny anyway great bike,True,"{'neg': 0.127, 'neu': 0.709, 'pos': 0.164, 'compound': 0.8144}",0.8144,pos,0.127,0.709,0.164,0.0759493670886076,0.0759493670886076,0.0,0.10126582278481013,0.0759493670886076,0.17721518987341772,0.16455696202531644,0.05063291139240506,0.10126582278481013,0.08860759493670886,0.08860759493670886,"['bike', 'sand', 'riding', 'ride', 'mountain', 'path', 'road', 'fun', 'abuse', 'great']",0.709,0.127,0.164
"


 [Apr 20, 2009]




				George Jacobs

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Stiffness, weight, value, comfort.


Weakness:
I miss the people I used to ride with. The saddle is a little tricky to tighten down.


Reviewing the 2008 Trek Madone 5.2 Pro. Moved up from a steel (Reynolds 853) Lemond. This bike accelerates much better and is also much better at absorbing road vibration. Seems more confident on descents and corners also. I am definitely riding faster and it is much easier to stay with a group. I'm also not nearly as tired at the end of a ride and my back doesn't get so stiff and sore. The bike weighed 17 lbs. with Bontrager Race X Lite wheels, cages, and Dura Ace pedals. If you live anywhere near Lakeland Florida go the Trek store there. The staff is great !


Similar Products Used:
Test rode Orbea, Felt and Specialized. This bike is faster and more comfortable.



",Madone_5_2,stiffness  weight  value  comfort ,i miss the people i used to ride with  the saddle is a little tricky to tighten down reviewing the      trek madone     pro  moved up from a steel  reynolds      lemond  this bike accelerates much better and is also much better at absorbing road vibration  seems more confident on descents and corners also  i am definitely riding faster and it is much easier to stay with a group  i m also not nearly as tired at the end of a ride and my back doesn t get so stiff and sore  the bike weighed    lbs  with bontrager race x lite wheels  cages  and dura ace pedals  if you live anywhere near lakeland florida go the trek store there  the staff is great  similar products used test rode orbea  felt and specialized  this bike is faster and more comfortable ,miss people used ride saddle little tricky tighten reviewing trek madone pro moved steel reynolds lemond bike accelerates much better also much better absorbing road vibration seems confident descents corners also definitely riding faster much easier stay group also nearly tired end ride back get stiff sore bike weighed lbs bontrager race lite wheels cages dura ace pedals live anywhere near lakeland florida trek store staff great similar products used test rode orbea felt specialized bike faster comfortable,True,"{'neg': 0.085, 'neu': 0.689, 'pos': 0.225, 'compound': 0.9392}",0.9392,pos,0.085,0.689,0.225,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.25,0.25,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,"['bike', 'ride', 'trek', 'faster', 'miss', 'comfortable', 'people', 'saddle', 'tricky', 'tighten']",0.689,0.085,0.225
"


 [Apr 19, 2009]




				Anonymous

				Recreational Rider




OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
3


★★★★★
★★★★★






Strength:
Frame - climbing, comfort.


Weakness:
Ulegra SL


2008 Trek Madone 5.2: Purchased at Scott's Cycles in Salem, OR in July 2007. Scott's customer service is outstanding; good people. The bike frame? Unbelievably light and responsive for climbing and scarily fast on the descents - just a rocket. Components? Ulegra SL - NEVER AGAIN. In the shop a half a dozen times for adjustments. Sloppy free wheel has locked the chain and thrown it off back and front several times; needed tightening after I detected subtle clunking sound in frame. Frankly, the Shimano Tiagra on my 2000 Lemond Tourmalet (now my commuter bike) performed better. I expected more for what I paid. Would buy Trek again, but nothing less than Dura Ace. Rating: B


Similar Products Used:
Lemond, Calbourne, Peugeot



",Madone_5_2,frame   climbing  comfort ,ulegra sl     trek madone      purchased at scott s cycles in salem  or in july       scott s customer service is outstanding  good people  the bike frame  unbelievably light and responsive for climbing and scarily fast on the descents   just a rocket  components  ulegra sl   never again  in the shop a half a dozen times for adjustments  sloppy free wheel has locked the chain and thrown it off back and front several times  needed tightening after i detected subtle clunking sound in frame  frankly  the shimano tiagra on my      lemond tourmalet  now my commuter bike  performed better  i expected more for what i paid  would buy trek again  but nothing less than dura ace  rating  bsimilar products used lemond  calbourne  peugeot,ulegra trek madone purchased scott cycles salem july scott customer service outstanding good people bike frame unbelievably light responsive climbing scarily fast descents rocket components ulegra never shop half dozen times adjustments sloppy free wheel locked chain thrown back front several times needed tightening detected subtle clunking sound frame frankly shimano tiagra lemond tourmalet commuter bike performed better expected paid would buy trek nothing less dura ace rating bsimilar products used lemond calbourne peugeot,True,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.9421}",0.9421,pos,0.0,0.813,0.187,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,"['peugeot', 'ulegra', 'trek', 'scott', 'bike', 'frame', 'times', 'lemond', 'madone', 'purchased']",0.813,0.0,0.187
"


 [Nov 12, 2008]




				Anonymous

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Super light and balanced. The Shimano Ultegra SL is very crisp and responsive. The overall appearance is very nice.


Weakness:
The white seat and handlebar tape shows dirt very quickly.


Actually, I have the 2008 model and IT ROCKS!!! Once I got it dialed in, it became an absolute rocket. I always thought that my 5200 was a very light bike, but when I got on this one I was blown away. The balance is so precise, it feels like it responds to thought instead of touch. I love the integrated seatpost and the Shimano components. It climbs like a goat and screams on flats.





",Madone_5_2,super light and balanced  the shimano ultegra sl is very crisp and responsive  the overall appearance is very nice ,the white seat and handlebar tape shows dirt very quickly actually  i have the      model and it rocks    once i got it dialed in  it became an absolute rocket  i always thought that my      was a very light bike  but when i got on this one i was blown away  the balance is so precise  it feels like it responds to thought instead of touch  i love the integrated seatpost and the shimano components  it climbs like a goat and screams on flats ,white seat handlebar tape shows dirt quickly actually model rocks got dialed became absolute rocket always thought light bike got one blown away balance precise feels like responds thought instead touch love integrated seatpost shimano components climbs like goat screams flats,True,"{'neg': 0.092, 'neu': 0.723, 'pos': 0.185, 'compound': 0.6808}",0.6808,pos,0.092,0.723,0.185,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.4,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.2,"['white', 'flats', 'thought', 'seat', 'handlebar', 'tape', 'shows', 'dirt', 'quickly', 'model']",0.723,0.092,0.185
"


 [Nov 11, 2008]




				Anonymous

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
OCVL 110 frame, wheels, ultegra group shifts great, LIGHT weight.


Weakness:
race x lite tires are worthless lasted 100 miles.


The carbon frame is great. I bought it for the great deal and i fell in love with the ride! i got a lot faster as soon as i got it.


Similar Products Used:
Trek 1500



",Madone_5_2,ocvl     frame  wheels  ultegra group shifts great  light weight ,race x lite tires are worthless lasted     miles the carbon frame is great  i bought it for the great deal and i fell in love with the ride  i got a lot faster as soon as i got it similar products used trek     ,race lite tires worthless lasted miles carbon frame great bought great deal fell love ride got lot faster soon got similar products used trek,True,"{'neg': 0.082, 'neu': 0.567, 'pos': 0.351, 'compound': 0.8885}",0.8885,pos,0.082,0.567,0.351,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,"['race', 'trek', 'great', 'lite', 'tires', 'worthless', 'lasted', 'miles', 'carbon', 'frame']",0.567,0.082,0.351
